web-scraper-order,web-scraper-start-url,paginator,bill_id,link_to_bill-href,bill_name,committees,summary
1684277051-1333,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7400,https://www.congress.gov/bill/116th-congress/house-bill/7400?s=1&r=1668,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,This bill prohibits the President from declaring a moratorium on the use of hydraulic fracturing unless Congress authorizes the moratorium. The bill also expresses the sense of Congress that states should maintain primacy for the regulation of hydraulic fracturing for oil and natural gas production on state and private lands.
1684277056-1334,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7401,https://www.congress.gov/bill/116th-congress/house-bill/7401?s=1&r=1667,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,"This bill expands the authority of the Federal Energy Regulatory Commission (FERC)	to act as the lead agency for the purpose of coordinating all applicable federal authorizations and environmental reviews under the National Environmental Policy Act of 1969 (NEPA) with respect to authorizing a natural gas pipeline project under the Natural Gas Act."
1684277061-1335,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7402,https://www.congress.gov/bill/116th-congress/house-bill/7402?s=1&r=1666,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,"This bill expands the moratorium on evictions to include all tenants, as opposed to tenants of federally assisted properties, and extends the moratorium until March 27, 2021 (the current moratorium expires on July 25, 2020)."
1684277066-1336,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7403,https://www.congress.gov/bill/116th-congress/house-bill/7403?s=1&r=1665,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,This bill exempts certain contracts awarded to small businesses from the procedural requirements of any federal rule or guidance on category management or contract consolidation and limits the inclusion of such contracts when measuring the attainment of any federal goal or benchmark for category management or contract consolidation.
1684277071-1337,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7404,https://www.congress.gov/bill/116th-congress/house-bill/7404?s=1&r=1664,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,"This bill grants the Federal Energy Regulatory Commission the authority to approve or deny applications for facilities, such as Liquefied Natural Gas terminals, to export natural gas from the United States to foreign countries or import natural gas from foreign countries."
1684277076-1338,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7405,https://www.congress.gov/bill/116th-congress/house-bill/7405?s=1&r=1663,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,"This bill requires expedited consideration of certain nuclear technology exports, and it requires the Department of Energy (DOE) and the Government Accountability Office (GAO) to author specified reports."
1684277081-1339,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7406,https://www.congress.gov/bill/116th-congress/house-bill/7406?s=1&r=1662,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,This bill revises the permitting and licensing process for nuclear production or utilization facilities.
1684277086-1340,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7407,https://www.congress.gov/bill/116th-congress/house-bill/7407?s=1&r=1661,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,This bill prohibits the Department of Health and Human Services and the Centers for Disease Control and Prevention from using federal funds to support needle exchange or syringe exchange programs.
1684277091-1341,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7408,https://www.congress.gov/bill/116th-congress/house-bill/7408?s=1&r=1660,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,"This bill abolishes the United States and Foreign Commercial Service and transfers from the Department of Commerce to the Department of State all functions that were authorized to be performed by the service under any statute, reorganization plan, executive order, or other provision of law. Specifically, the bill transfers to the State Department all contracts, property, records, and unexpended balances of funds, as well as all personnel."
1684277096-1342,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7409,https://www.congress.gov/bill/116th-congress/house-bill/7409?s=1&r=1659,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,The 8(a) Business Development program limits competition for certain government contracts to small businesses that participate in the program.
1684277101-1343,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7410,https://www.congress.gov/bill/116th-congress/house-bill/7410?s=1&r=1658,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,This bill expands provisions related to hydropower production and revises the hydropower licensing process.
1684277106-1344,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7411,https://www.congress.gov/bill/116th-congress/house-bill/7411?s=1&r=1657,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,"This bill prohibits the Defense Logistics Agency of the Department of Defense from procuring certain items, such as non-stick cookware or food service ware for use in galleys or dining facilities, containing a perfluoroalkyl or polyfluoroalkyl substance (PFAS)."
1684277111-1345,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7412,https://www.congress.gov/bill/116th-congress/house-bill/7412?s=1&r=1656,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,"This bill establishes the Business Interruption Relief Program within the Department of the Treasury to provide financial assistance to insurers that voluntarily pay benefits under certain policies for COVID-19 (i.e., coronavirus disease 2019) losses. Specifically, insurers qualify for the program if the insurer has at least one outstanding and existing policy for business interruption coverage that (1) expressly covers losses during a civil authority shutdown as a result of the COVID-19 pandemic, and (2) expressly excludes coverage for a virus. Participation in the program is voluntary."
1684277116-1346,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7413,https://www.congress.gov/bill/116th-congress/house-bill/7413?s=1&r=1655,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,"This bill requires the Small Business Administration to establish or certify an online calculator that allows recipients of assistance under the Paycheck Protection Program established to support small businesses in response to COVID-19 (i.e., coronavirus disease 2019) to (1) estimate the amount of loan forgiveness for which they are eligible, and (2) assist with their applications to request loan forgiveness."
1684277121-1347,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7414,https://www.congress.gov/bill/116th-congress/house-bill/7414?s=1&r=1654,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,This bill directs the Department of State to establish a program to provide two-year fellowships in Taiwan to qualifying U.S. government employees.
1684277126-1348,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7415,https://www.congress.gov/bill/116th-congress/house-bill/7415?s=1&r=1653,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,This bill designates certain Hong Kong residents with priority status for refugee consideration and contains other related provisions.
1684277131-1349,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=7,H.R.7416,https://www.congress.gov/bill/116th-congress/house-bill/7416?s=1&r=1652,Helping Experts Accelerate Rare Treatments Act of 2020,Committees: House - Energy and Commerce,"This bill directs the U.S. Maritime Administration (MARAD) of the Department of Transportation to provide grants to the owners or operators of certain inland and small coastal port and terminal facilities, and for infrastructure improvements, equipment purchases, and capital investments at such facilities."
